"","average","sd","ratio","ava","avb","cumsum","p"
"d__Bacteria.k__.p__Patescibacteria.c__Gracilibacteria.o__Candidatus_Peregrinibacteria.f__",0,0,NA,0,0,1,0.341
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__EC94",0,0,NA,0,0,1,0.206
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae",0,0,NA,0,0,1,0.333
"d__Bacteria.k__.p__Bacteroidota.c__Chlorobia.o__Chlorobiales.f__Chlorobiaceae",0,0,NA,0,0,1,0.147
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__RF39.f__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Cyanobacteria.c__Vampirivibrionia.o__Caenarcaniphilales.f__",0,0,NA,0,0,1,0.234
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__.f__Hungateiclostridiaceae",0,0,NA,0,0,1,0.232
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__uncultured",0,0,NA,0,0,1,0.297
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Thiomicrospirales.f__Thioglobaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.__",0,0,NA,0,0,1,0.776
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Paludibacteraceae",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__Tepidisphaeraceae",0,0,NA,0,0,1,0.115
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__NS7_marine_group",0,0,NA,0,0,1,0.121
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.__",0,0,NA,0,0,1,0.206
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Fokiniaceae",0,0,NA,0,0,1,0.095
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Acidobacteriota.c__Subgroup_26.o__.f__",0,0,NA,0,0,1,0.332
"d__Bacteria.k__.p__Patescibacteria.c__WWE3.o__.f__",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Rhodocyclaceae",0,0,NA,0,0,1,0.113
"d__Bacteria.k__.p__Desulfobacterota.c__Syntrophobacteria.o__Syntrophobacterales.f__uncultured",0,0,NA,0,0,1,0.291
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Polyangiaceae",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Bacteroidota.c__Rhodothermia.o__Balneolales.f__Balneolaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__uncultured",0,0,NA,0,0,1,0.226
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Thalassospiraceae",0,0,NA,0,0,1,0.12
"d__Bacteria.k__.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.__",0,0,NA,0,0,1,0.235
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Micavibrionales.__",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae",0,0,NA,0,0,1,0.433
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.__",0,0,NA,0,0,1,0.347
"d__Bacteria.k__.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Sulfurovaceae",0,0,NA,0,0,1,0.141
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae",0,0,NA,0,0,1,0.221
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Chloroflexi.__.__.__",0,0,NA,0,0,1,0.21
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__MBAE14.f__",0,0,NA,0,0,1,0.308
"d__Bacteria.k__.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.f__Fibrobacteraceae",0,0,NA,0,0,1,0.499
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__EC3.f__",0,0,NA,0,0,1,0.126
"d__Bacteria.k__.p__WS2.c__.o__.f__",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Kaiserbacteria.f__",0,0,NA,0,0,1,0.324
"d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Eel.36e1D6",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Planctomycetota.c__Pla4_lineage.o__.f__",0,0,NA,0,0,1,0.441
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__37.13",0,0,NA,0,0,1,0.224
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__IMCC26256.f__",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Acidobacteriota.c__Aminicenantia.o__Aminicenantales.f__",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Verrucomicrobiota.c__Kiritimatiellae.o__WCHB1.41.f__",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidetes_VC2.1_Bac22.f__",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__WN.HWB.116.f__",0,0,NA,0,0,1,0.119
"d__Bacteria.k__.p__Sumerlaeota.c__Sumerlaeia.o__uncultured.f__",0,0,NA,0,0,1,0.12
"d__Bacteria.k__.p__Patescibacteria.c__ABY1.o__Candidatus_Falkowbacteria.f__",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Chloroflexi.c__JG30.KF.CM66.o__.f__",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__S.70.f__",0,0,NA,0,0,1,0.123
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Fodinicurvataceae",0,0,NA,0,0,1,0.487
"d__Bacteria.k__.p__Patescibacteria.c__Parcubacteria.o__.f__",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Hahellaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Acidobacteriota.c__Subgroup_21.o__.f__",0,0,NA,0,0,1,0.237
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae",0,0,NA,0,0,1,0.113
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Puniceispirillales.f__uncultured",0,0,NA,0,0,1,0.119
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__JTB23.f__",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Bacillales.f__Marinococcaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__UBA12409",0,0,NA,0,0,1,0.115
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__ML602M.17.f__",0,0,NA,0,0,1,0.117
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__Chthoniobacteraceae",0,0,NA,0,0,1,0.132
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Bacillales.__",0,0,NA,0,0,1,0.123
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__cvE6",0,0,NA,0,0,1,0.115
"d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__0319.6G20.f__",0,0,NA,0,0,1,0.103
