,average,sd,ratio,ava,avb,cumsum,p
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Mycobacteriaceae,0,0,NA,0,0,1,0.777
d__Bacteria.k__.p__Planctomycetota.__.__.__,0,0,NA,0,0,1,0.348
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Dietziaceae,0,0,NA,0,0,1,0.136
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Thiotrichaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__,0,0,NA,0,0,1,0.588
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__C2U,0,0,NA,0,0,1,0.358
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.__.__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Euzebyales.f__Euzebyaceae,0,0,NA,0,0,1,0.849
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae,0,0,NA,0,0,1,0.456
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_III,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.__,0,0,NA,0,0,1,0.539
d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.o__SJA.15.f__,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__,0,0,NA,0,0,1,0.27
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Hydrogenophilaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__uncultured.f__,0,0,NA,0,0,1,0.492
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_II,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Verrucomicrobiota.__.__.__,0,0,NA,0,0,1,0.127
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Piscirickettsiales.f__Piscirickettsiaceae,0,0,NA,0,0,1,0.137
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodobiaceae,0,0,NA,0,0,1,0.441
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Phormidesmiales.__,0,0,NA,0,0,1,0.128
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Cellulomonadaceae,0,0,NA,0,0,1,0.358
d__Bacteria.k__.p__Patescibacteria.c__Gracilibacteria.o__Absconditabacteriales_.SR1..f__,0,0,NA,0,0,1,0.276
d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__WD2101_soil_group,0,0,NA,0,0,1,0.156
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Methylophilaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae,0,0,NA,0,0,1,0.385
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__01D2Z36,0,0,NA,0,0,1,0.448
d__Bacteria.k__.p__Firmicutes.c__Negativicutes.o__Veillonellales.Selenomonadales.f__Veillonellaceae,0,0,NA,0,0,1,0.151
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Isosphaerales.f__Isosphaeraceae,0,0,NA,0,0,1,0.138
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Brevibacteriaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__uncultured.f__,0,0,NA,0,0,1,0.152
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Oxyphotobacteria_Incertae_Sedis.f__Unknown_Family,0,0,NA,0,0,1,0.67
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__BD2.7,0,0,NA,0,0,1,0.266
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__ST.12K33,0,0,NA,0,0,1,0.156
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.__,0,0,NA,0,0,1,0.122
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_IV,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.__,0,0,NA,0,0,1,0.253
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae,0,0,NA,0,0,1,0.952
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Thalassobaculales.f__Nisaeaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae,0,0,NA,0,0,1,0.128
d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Blfdi19.f__,0,0,NA,0,0,1,0.151
d__Bacteria.k__.p__Hydrogenedentes.c__Hydrogenedentia.o__Hydrogenedentiales.f__Hydrogenedensaceae,0,0,NA,0,0,1,0.14
d__Bacteria.k__.p__MBNT15.c__.o__.f__,0,0,NA,0,0,1,0.12
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__AT.s3.44.f__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__S1.3.65.f__,0,0,NA,0,0,1,0.134
d__Bacteria.k__.p__Chloroflexi.c__Dehalococcoidia.o__SAR202_clade.f__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Fusibacteraceae,0,0,NA,0,0,1,0.128
d__Bacteria.k__.p__Spirochaetota.c__Leptospirae.o__Leptospirales.f__Leptospiraceae,0,0,NA,0,0,1,0.128
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__EC94,0,0,NA,0,0,1,0.246
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae,0,0,NA,0,0,1,0.354
d__Bacteria.k__.p__Bacteroidota.c__Chlorobia.o__Chlorobiales.f__Chlorobiaceae,0,0,NA,0,0,1,0.155
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__RF39.f__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__.f__Hungateiclostridiaceae,0,0,NA,0,0,1,0.255
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__uncultured,0,0,NA,0,0,1,0.38
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Thiomicrospirales.f__Thioglobaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.__,0,0,NA,0,0,1,0.825
d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__Tepidisphaeraceae,0,0,NA,0,0,1,0.152
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__NS7_marine_group,0,0,NA,0,0,1,0.142
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.__,0,0,NA,0,0,1,0.266
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Fokiniaceae,0,0,NA,0,0,1,0.164
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Patescibacteria.c__WWE3.o__.f__,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Rhodocyclaceae,0,0,NA,0,0,1,0.122
d__Bacteria.k__.p__Desulfobacterota.c__Syntrophobacteria.o__Syntrophobacterales.f__uncultured,0,0,NA,0,0,1,0.371
d__Bacteria.k__.p__Bacteroidota.c__Rhodothermia.o__Balneolales.f__Balneolaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Thalassospiraceae,0,0,NA,0,0,1,0.143
d__Bacteria.k__.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.__,0,0,NA,0,0,1,0.223
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Micavibrionales.__,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.__,0,0,NA,0,0,1,0.338
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__EC3.f__,0,0,NA,0,0,1,0.137
d__Bacteria.k__.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Kaiserbacteria.f__,0,0,NA,0,0,1,0.385
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__37.13,0,0,NA,0,0,1,0.263
d__Bacteria.k__.p__Sumerlaeota.c__Sumerlaeia.o__uncultured.f__,0,0,NA,0,0,1,0.143
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__S.70.f__,0,0,NA,0,0,1,0.122
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Fodinicurvataceae,0,0,NA,0,0,1,0.526
d__Bacteria.k__.p__Patescibacteria.c__Parcubacteria.o__.f__,0,0,NA,0,0,1,0.131
d__Bacteria.k__.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Hahellaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae,0,0,NA,0,0,1,0.128
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae,0,0,NA,0,0,1,0.267
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Bacillales.f__Marinococcaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__UBA12409,0,0,NA,0,0,1,0.152
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__ML602M.17.f__,0,0,NA,0,0,1,0.156
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__Chthoniobacteraceae,0,0,NA,0,0,1,0.12
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Bacillales.__,0,0,NA,0,0,1,0.137
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Neisseriaceae,0,0,NA,0,0,1,0.254
d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__cvE6,0,0,NA,0,0,1,0.151
d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__0319.6G20.f__,0,0,NA,0,0,1,0.134
